CNVD-2014-03818,Null,Docker图像处理任意文件访问漏洞,2014/6/23,中,Docker Docker 0.11   ;   ,Docker 是一个开源的应用容器引擎。Docker存在图像处理任意文件访问漏洞，允许上下文的攻击者能够访问任意文件。,http://osvdb.com/show/osvdb/108257,目前没有详细的漏洞细节提供：https://www.docker.com/whatisdocker/,Null
CNVD-2004-3118,Null,CNVD-2004-3118,2004/11/8,中,(暂无),Kdocker 存在一个未知漏洞。该漏洞存在于Kdocker versions 0.8之前的版本中。远程攻击者可以利用该漏洞获得权限提升。BID 将提供更多的信息。,http://www.securityfocus.com/bid/11419,,Null
CNVD-2011-1781,Null,Sybase M-Business Anywhere 'agSoap.exe'畸形SOAP请求远程代码执行漏洞,2011/5/10,高,Sybase M-Business Anywhere  6.7   ;   Sybase M-Business Anywhere  7.0   ;   ,Sybase M-Business Anywhere可以把将基于Web的内容和应用程序快速传送到移动设备。默认监听TCP 8093和8094端口的gsoap.exe模块存在缺陷。通过POST请求远程用户发送包含非法'password'结束标签的特制SOAP请求给WEB服务器，可在gsoap.exe模块上触发缓冲区溢出，成功个利用漏洞可以以目标服务上下文执行任意代码。,http://www.zerodayinitiative.com/advisories/ZDI-11-154/,用户可参考如下供应商提供的安全公告获得补丁信息：http://www.sybase.com/detail?id=1093029,Sybase M-Business Anywhere 'agSoap.exe'畸形SOAP请求远程代码执行漏洞的补丁:http://www.cnvd.org.cn/patchInfo/show/3813
CNVD-2013-01902,Null,H2 Database Engine用户访问权限安全绕过漏洞,2013/3/20,中,H2 Database H2 Database Engine 1.x   ;   ,H2是一款数据库引擎。H2 Database Engine存在用户访问权限安全绕过漏洞，由于程序未能正确地限制客户端的访问权限，攻击者可以利用漏洞覆盖的basedir属性。,http://secunia.com/advisories/52667/,H2 Database Engine 1.3.171版本已修复此漏洞，建议用户下载使用：http://www.h2database.com/html/main.html,H2 Database Engine用户访问权限安全绕过漏洞的补丁:http://www.cnvd.org.cn/patchInfo/show/32924
CNVD-2012-2701,Null,HAProxy Trash缓冲区溢出漏洞,2012/5/24,高,HAProxy haproxy 1.4.20   ;   ,HAProxy是一款提供高可用性、负载均衡以及基于TCP和HTTP应用的代理软件。拷贝数据到trash缓冲区时存在边界错误，可被利用触发缓冲区溢出，要成功利用漏洞，需要global.tune.bufsize配置选项设置的值大于默认值，并且配置了header重写(通过 reqrep或rsprep配置指令)。,http://haproxy.1wt.eu/git?p=haproxy-1.4.git;a=commit;h=30297cb17147a8d339eb160226bcc08c91d9530b,haproxy 1.4.21已经修复此漏洞，建议用户下载使用：http://haproxy.1wt.eu/,HAProxy Trash缓冲区溢出漏洞的补丁:http://www.cnvd.org.cn/patchInfo/show/17233
CNVD-2011-1374,Null,"HAProxy ""manage_server_side_cookies()""拒绝服务漏洞",2011/4/11,低,HAProxy HAProxy 1.4.x   ;   ,"HAProxy是一款提供高可用性、负载均衡以及基于TCP和HTTP应用的代理软件。当处理某些Cookie时，src/proto_http.c提供的""manage_server_side_cookies()""函数存在错误，处理包含特制""Set-Cookie""头的HTTP应答时可到时程序崩溃。",http://secunia.com/advisories/44083/http://haproxy.1wt.eu/download/1.5/src/CHANGELOG,HAProxy 1.4.15已经修复此漏洞，建议用户下载使用：http://haproxy.1wt.eu/,"HAProxy ""manage_server_side_cookies()""拒绝服务漏洞的补丁:http://www.cnvd.org.cn/patchInfo/show/3475"
CNVD-2012-0518,Null,Open Handset Alliance Android存在漏洞（CNVD-2012-0518）,2012/2/10,中,Open Handset Alliance Android 1.x   ;   Open Handset Alliance Android 3.x   ;   Open Handset Alliance Android 2.x   ;   ,Open Handset Alliance Android是一款超过30家科技与移动电话公司所组成的团体开发的免费的移动电话平台。Open Handset Alliance Android通过控制webview.loadDataWithBaseURL()第二个参数，可使用javascript跨file://协议。,http://www.80vul.com/android/android-0days.txt,,Null
CNVD-2018-07373,Null,DedeCMS v5.7 SP2存在文件上传漏洞,2018/5/16,高,上海卓卓网络科技有限公司 DedeCMS v5.7 SP2   ;   ,织梦内容管理系统(DedeCms)是一款PHP开源网站管理系统。DedeCMS V5.7 SP2版本中dede/archives_do.php文件存在文件上传漏洞，攻击者可利用该漏洞上传脚本文件，获取webshell。,Null,厂商尚未提供漏洞修复方案，请关注厂商主页更新：http://www.dedecms.com/,上海卓卓网络科技有限公司DedeCMS v5.7 SP2存在文件上传漏洞:http://www.cnvd.org.cn/patchInfo/show/124617
CNVD-2017-13229,Null,Aerohive HiveOS存在多个漏洞,2017/7/7,高,Aerohive HiveOS <6.1r5   ;   ,Aerohive HiveOS是美国艾诺威（Aerohive）公司的一套用于无线接入器和路由器中的操作系统。Aerohive HiveOS存在本地文件包含和远程命令执行漏洞，允许攻击者利用漏洞获取敏感信息或在Web服务器进程的上下文中执行任意命令。,https://cxsecurity.com/issue/WLB-2017060109,目前厂商已经发布了升级补丁以修复这个安全问题，请到厂商的主页下载：http://www.aerohive.com/products/,Aerohive HiveOS存在多个漏洞的补丁:http://www.cnvd.org.cn/patchInfo/show/97529
CNVD-2017-04085,Null,Aerohive Networks-HiveManager在线网络管理系统存在Struts2-045远程代码执行漏洞,2017/5/21,高,Aerohive Networks-HiveManager <=6.8r7a   ;   ,Aerohive Networks - HiveManager是一款在线网络WEB管理系统。Aerohive Networks-HiveManager在线网络管理系统采用Struts2框架为中间件，导致存在远程代码执行漏洞。允许攻击者通过发送数据包时添加payload进行命令执行的方式，获取服务器权限。,Null,厂商尚未提供漏洞修补方案，请关注厂商主页及时更新：http://www.aerohive.com/,Null
CNVD-2017-03669,Null,Aerohive艾诺威网络设备管理系统存在s2-045远程命令执行漏洞,2017/5/15,高,Aerohive Networks HiveManager NMS   ;   ,Aerohive Networks HiveManager NMS是Aerohive网络产品的管理系统。HiveManager通过单个控制台实现简单的策略创建，固件升级，配置更新和集中监控。Aerohive艾诺威网络设备管理系统网站封装采用Apache Struts xwork作为网站应用框架，该框架Jakarta插件的文件上传功能存在远程命令执行漏洞s2-045，攻击者可在上传文件时通过修改HTTP请求头中的Content-Type值来触发该漏洞，进而执行系统命令，获得服务器权限。,Null,厂商尚未提供漏洞修补方案，请关注厂商主页及时更新：http://www.aerohive.com/,Aerohive艾诺威网络设备管理系统存在s2-045远程命令执行漏洞:http://www.cnvd.org.cn/patchInfo/show/91252
CNVD-2016-06949,Null,GNU binutils bfd/archive.c文件do_slurp_bsd_armap函数拒绝服务漏洞,2016/9/12,中,GNU Binutils <=2.23   ;   ,GNU binutils是个二进制工具集，用于执行基本二进制文件操作。GNU binutils-2.23以及之前版本bfd/archive.c文件中的do_slurp_bsd_armap未能充分检测parsed_size，导致整数溢出，绕过异常检查代码，访问越界，程序崩溃。,Null,我们发现2.23之后的2.24并没有对此问题进行修复，但是由于堆内存分配的原因，在我们的实验机器上2.24版本在分配parsed_size为零长度的内存时，由于待分配内存空间中的字节全部是0x00。导致分配后使用libbfd.c中的bfd_getl32解析转换为无符号长整型ardata->symdef_count的结果还是0。这个长度作为图 139第927行循环界限不会像上面的分析那样导致后续的数组访问循环时越界。2.25和2.26版本已经修复了该问题。修复该漏洞最简单的方式是在_bfd_generic_read_ar_hdr_mag 函数中sscanf获取parsed_size变量值后立即对该值进行检查，当值为0时做异常处理，更为可靠的方法是在后面使用parsed_size分配内存空间之前进行合法值的上下界限制。,Null
CNVD-2016-06054,Null,biweb SQL注入漏洞,2016/6/6,高,上海网务网络信息有限公司 BIWEB建站系统 5.86   ;   ,BIWEB商务智能网站系统是依托在ArthurXF企业应用级PHP开发框架上的网站系统，是由上海网务网络信息有限公司开发设计出来的一个快速开发、简单易用的面向对象的企业应用级PHP MVC建站系统。biweb 5.86版本存在SQL注入漏洞，由于/archives/include/detail.inc.php中参数未过滤，允许攻击者利用该漏洞获取数据库敏感信息。,Null,厂商尚未提供漏洞修补方案，请关注厂商主页及时更新：http://www.biweb.cn/,Null
CNVD-2017-24790,Null,Apache Kafka反序列化漏洞,2017/9/4,高,Apache Kafka <= 0.11.0.0   ;   ,Apache Kafka是用于构建实时数据流水线和流媒体的应用服务。Apache kafka connect-api在执行FileOffsetBackingStore类存在反序列化漏洞。攻击者可以利用漏洞导致远程代码执行。,http://seclists.org/oss-sec/2017/q3/187,目前没有详细解决方案提供：http://www.apache.org/,Null
CNVD-2016-10801,Null,Spark任意文件读取漏洞,2016/11/8,高,Spark Spark 2.5   ;   ,Spark是一个微型的Java Web框架，其目的是让你以最小的代价创建出一个Java Web应用。Spark 2.5版本存在任意文件读取漏洞，攻击者可以利用该漏洞获取系统敏感信息进而发动进一步攻击。,https://cxsecurity.com/issue/WLB-2016110039,目前没有详细的解决方案提供：http://sparkjava.com/download.html,Null
CNVD-2016-01178,Null,Tableau Sparkler服务器用户伪造漏洞,2016/2/24,中,Tableau Sparkler   ;   ,"Tableau是一款很容易上手的数据分析软件,只需要导入数据通过简单点选、鼠标拖曳就可以生成报表。Salesforce Canvas Adapter for Tableau存在安全漏洞，允许远程攻击者利用漏洞伪造任意Tableau Server用户身份，包括管理员用户。",http://kb.tableau.com/articles/knowledgebase/security-advisory-sparkler-can-allow-unauthorized-impersonationf,用户可参考如下厂商提供的安全补丁以修复该漏洞：http://kb.tableau.com/articles/knowledgebase/security-advisory-sparkler-can-allow-unauthorized-impersonation,Tableau Sparkler服务器用户伪造漏洞的补丁:http://www.cnvd.org.cn/patchInfo/show/71737
CNVD-2012-4071,Null,Ignite Realtime Spark密码加密漏洞,2012/8/3,低,Ignite Realtime Spark null   ;   ,Ignite Realtime Spark是一款开源的跨平台IM客户端。Ignite Realtime Spark在实现上存在弱口令加密漏洞。攻击者可以利用漏洞已存储的密码进行解密。,http://seclists.org/bugtraq/2012/Jul/159,,Null
CNVD-2005-0231,Null,SparkleBlog多个安全漏洞,2005/1/15,中,SparkleBlog SparkleBlog 2.1   ;   ,SparkleBlog是一款开放源代码的PHP脚本。SparkleBlog存在多个安全问题，远程攻击者可以利用这个漏洞获得敏感信息，或进行跨站脚本攻击。SparkleBlog多个管理脚本访问不需要密码：[blogsite]/admin/blogadmin.php[blogsite]/admin/cpconfig.php[blogsite]/admin/editentries.php[blogsite]/admin/update.php另外journal.php脚本存在跨站脚本攻击：[blogsite]/journal.php?id=document.write(unescape(%22%3CSCRIPT%3Ealert(document.domain);%3C/SCRIPT%3E%3CSCRIPT%3Ealert(document.cookie);%3C/SCRIPT%3E%22));journal.php和archives.php脚本对id参数处理不正确还存在路径泄露问题：[blogsite]/blog/journal.php?id=',http://marc.theaimsgroup.com/?l=bugtraq&m=110581199901477&w=2,目前厂商还没有提供补丁或者升级程序，我们建议使用此软件的用户随时关注厂商的主页以获取最新版本：http://www.creamed-coconut.org/sparkleblog.php,Null
CNVD-2017-01358,Null,暴风影音存在UAF漏洞,2017/3/24,低,暴风集团股份有限公司 暴风影音 5.66.1215.1111   ;   ,"暴风影音是一款视频播放器。暴风影音5.66.1215.1111版本存在UAF漏洞。由于暴风影音 StormPlayer.dll文件在加载影视列表的扩展列表时,会创建一个0x68大小的对象,该对象保存了expand.zip文件路径/时间戳等信息，攻击者可利用此漏洞执行恶意代码。",Null,厂商尚未提供漏洞修补方案，请关注厂商主页及时更新：http://www.baofeng.com/,Null
CNVD-2012-6113,Null,WordPress插件FireStorm Professional Real Estate SQL注入漏洞,2012/10/29,高,WordPress FireStorm Professional Real Estate Plugin 2.x   ;   ,"WordPress是一款使用PHP语言开发的内容管理系统。WordPress插件FireStorm Professional Real Estate存在SQL注入漏洞。由于通过""ProvinceID""和""CountryID""参数传递到wp-content/plugins/fs-real-estate-plugin/search.php的输入在被用于SQL查询之前未能正确过滤，攻击者可以利用漏洞通过注入任意SQL代码操控SQL查询。",http://secunia.com/advisories/50873/,用户可联系供应商获得补丁信息：http://wordpress.org/,WordPress插件FireStorm Professional Real Estate SQL注入漏洞的补丁:http://www.cnvd.org.cn/patchInfo/show/24291
CNVD-2012-9477,Null,WordPress FireStorm Professional Real Estate插件多个SQL注入漏洞,2012/10/25,高,(暂无),"FireStorm Professional Real Estate是添加不动产列表到WordPress网站的插件。FireStorm Professional Real Estate 2.05.01和其他版本存在安全漏洞，通过""ProvinceID""、""CountryID""参数传递到 wp-content/plugins/fs-real-estate-plugin/search.php的输入没有正确过滤即被用在SQL查询中，成功利用这些漏洞可允许攻击者注入任意SQL代码到SQL查询内。",http://secunia.com/advisories/50873/,建议：厂商补丁：WordPress---------目前厂商已经发布了升级补丁以修复这个安全问题，请到厂商的主页下载：http://wordpress.org/extend/plugins/fs-real-estate-plugin/,WordPress FireStorm Professional Real Estate插件多个SQL注入漏洞的补丁:http://www.cnvd.org.cn/patchInfo/show/42768
CNVD-2012-3736,Null,Beyond Security beSTORM 'WinGraphviz.dll' ActiveX控件堆缓冲区溢出漏洞,2012/7/19,高,Beyond Security beSTORM ActiveX control 3.5.6   ;   ,Beyond Security beSTORM是一款黑盒测试工具。Beyond Security beSTORM存在堆缓冲区溢出漏洞。由于程序未能正确检查参数数据，攻击者可以构建恶意WEB页，诱使用户解析，可以应用程序上下文执行任意代码。,http://www.securityfocus.com/bid/54458,,Null
CNVD-2005-4702,Null,CNVD-2005-4702,2005/12/8,中,(暂无),Mozilla Firefox是一款流行的WEB浏览器。Mozilla Firefox处理超大'history.dat'文件时存在问题，远程攻击者可以利用漏洞对应用程序进行拒绝服务攻击。如果该文件中所记录的网页主题过于长的话，那么浏览器在每次启动时，只要访问这个网页，就会崩溃。一旦此种情况发生，除非手动清除history.dat文件，否则Firefox根本无法启动。用户需要杀掉浏览器进程，重新启动Firefox获得正常功能。测试程序如下：http://packetstormsecurity.org/0512-exploits/firefox-1.5-buffer-overflow.txt,http://isc.sans.org/diary.php?storyid=920,,Null
CNVD-2002-4339,Null,Okena StormWatch Null默认密码漏洞,2002/12/19,高,(暂无),"Okena StormWatch是一款商业性质入侵检测产品。Okena StormWatch数据库管理用户的密码为空，远程攻击者可以利用这个漏洞连接有此漏洞的数据库服务器，无需密码以管理员权限访问数据库。由于数据库""sa""用户的密码为空，攻击者可以利用SQL客户端连接数据库无需密码访问，修改数据库。不过根据供应商返回信息，StormWatch安装之后，""sa""帐户密码设置为随机值，而且验证类型默认为'windows'以确保只有本地管理员可以访问数据库。",http://marc.theaimsgroup.com/?l=bugtraq&m=104022917207205&w=2,目前厂商还没有提供补丁或者升级程序，我们建议使用此软件的用户随时关注厂商的主页以获取最新版本：http://www.okena.com,Okena StormWatch Null默认密码漏洞的补丁:http://www.cnvd.org.cn/patchInfo/show/36192
